client_id,signup_date,industry,plan_type,contract_length_months,monthly_revenue,onboarding_days,support_tickets_90d,avg_logins_per_week,days_since_last_login,late_payments_count,nps_score,churned
CLT-1581,2023-03-14,eCommerce,Pro,24,1025.83,13,4,11.3,16,0,70.0,0
CLT-1582,2024-01-06,Finance,Basic,12,259.5,16,3,6.0,4,1,27.0,0
CLT-1583,2024-10-13,Finance,Basic,24,296.27,19,1,0.0,5,1,55.0,0
CLT-1584,2025-06-14,Real Estate,Enterprise,6,2257.84,11,1,0.8,8,2,37.0,0
CLT-1585,2024-05-12,Logistics,Pro,12,928.36,14,1,4.2,24,1,10.0,0
CLT-1586,2024-06-30,Logistics,Basic,24,415.2,5,4,2.6,1,2,26.0,0
CLT-1587,2025-01-22,Logistics,Basic,12,344.89,3,3,5.3,2,2,25.0,0
CLT-1588,2025-03-22,Real Estate,Basic,12,317.29,2,1,4.1,8,2,-5.0,1
CLT-1589,2023-09-09,Finance,Basic,12,341.87,19,2,8.5,1,1,41.0,0
CLT-1590,2025-06-11,Education,Enterprise,12,3003.61,11,2,1.7,11,1,46.0,0
CLT-1591,2024-04-12,SaaS,Basic,12,318.29,1,4,4.4,1,2,50.0,0
CLT-1592,2025-04-17,Healthcare,Basic,1,320.59,13,5,5.7,5,1,66.0,0
CLT-1593,2023-04-16,Finance,Pro,1,1098.76,4,2,6.0,16,1,54.0,0
CLT-1594,2023-03-29,Healthcare,Basic,12,250.96,27,6,5.4,11,1,15.0,0
CLT-1595,2025-03-07,eCommerce,Basic,12,337.21,9,1,0.0,13,1,20.0,1
CLT-1596,2024-08-28,Finance,Pro,12,1015.56,19,3,5.2,19,1,51.0,0
CLT-1597,2023-06-07,Logistics,Pro,24,1128.65,23,1,4.5,17,2,40.0,0
CLT-1598,2025-03-16,Real Estate,Enterprise,12,3473.97,6,4,7.6,21,0,30.0,0
CLT-1599,2023-04-03,Healthcare,Pro,6,1149.71,15,2,7.2,13,0,8.0,1
CLT-1600,2024-09-06,SaaS,Basic,12,330.68,18,5,5.7,2,0,17.0,0
CLT-1601,2023-07-04,Healthcare,Pro,12,811.5,15,5,5.9,3,1,45.0,0
CLT-1602,2023-03-05,Real Estate,Enterprise,12,2882.39,17,1,9.1,15,0,-19.0,0
CLT-1603,2024-12-26,Finance,Pro,12,1170.52,3,4,8.5,28,0,-28.0,0
CLT-1604,2025-02-01,Healthcare,Enterprise,12,3398.62,18,4,5.8,6,2,47.0,1
CLT-1605,2023-04-06,eCommerce,Pro,12,1165.67,10,6,11.4,10,1,17.0,0
CLT-1606,2023-03-25,Healthcare,Enterprise,12,2283.45,17,3,3.1,22,1,42.0,0
CLT-1607,2024-07-06,Finance,Basic,12,368.26,21,3,1.4,15,1,69.0,1
CLT-1608,2023-01-26,Real Estate,Pro,1,1195.28,19,6,5.0,18,3,5.0,0
CLT-1609,2024-11-02,Healthcare,Basic,12,362.58,17,3,3.9,2,1,-12.0,0
CLT-1610,2025-04-04,Logistics,Pro,12,1090.31,19,3,0.0,1,2,23.0,1
CLT-1611,2024-11-06,Logistics,Pro,1,990.09,20,2,3.0,29,0,13.0,1
CLT-1612,2023-07-27,Healthcare,Enterprise,12,2955.46,26,2,6.0,4,1,29.0,0
CLT-1613,2023-06-21,Finance,Enterprise,12,2441.57,14,3,4.8,3,2,43.0,0
CLT-1614,2024-09-04,Logistics,Basic,12,255.99,15,3,2.7,1,1,38.0,0
CLT-1615,2023-02-25,SaaS,Pro,12,1166.97,21,3,5.1,1,2,31.0,0
CLT-1616,2024-04-28,Healthcare,Pro,6,1229.3,10,0,5.4,11,2,56.0,0
CLT-1617,2024-02-08,Finance,Basic,6,394.23,3,3,7.1,41,0,47.0,0
CLT-1618,2024-11-01,Healthcare,Basic,6,300.1,18,2,3.1,5,0,25.0,0
CLT-1619,2023-07-02,Real Estate,Basic,12,256.84,12,3,7.6,23,0,46.0,0
CLT-1620,2024-11-17,Logistics,Pro,12,871.27,4,2,1.7,22,2,-9.0,1
CLT-1621,2024-09-21,Logistics,Basic,12,391.71,18,2,,6,1,57.0,1
CLT-1622,2023-08-03,Finance,Enterprise,12,2983.72,25,4,10.1,7,0,31.0,0
CLT-1623,2023-11-18,eCommerce,Basic,6,414.0,1,3,1.9,7,2,0.0,0
CLT-1624,2023-03-01,Real Estate,Enterprise,6,2514.02,22,1,3.0,30,4,20.0,1
CLT-1625,2024-02-09,Real Estate,Basic,6,339.26,1,4,1.2,4,2,56.0,0
CLT-1626,2023-08-23,eCommerce,Pro,12,1146.62,11,2,2.5,1,0,11.0,0
CLT-1627,2023-04-13,Logistics,Basic,6,282.12,29,5,5.4,3,2,40.0,0
CLT-1628,2024-05-18,SaaS,Pro,12,1240.61,11,1,7.1,12,2,,0
CLT-1629,2024-05-25,Real Estate,Pro,12,1039.89,15,2,4.9,12,0,31.0,1
CLT-1630,2023-03-19,Healthcare,Enterprise,12,2011.85,20,3,4.0,19,2,8.0,0
CLT-1631,2023-06-16,eCommerce,Pro,6,733.58,1,3,1.3,11,1,28.0,1
CLT-1632,2023-03-16,Education,Basic,6,398.8,15,2,2.8,0,0,-5.0,0
CLT-1633,2024-09-03,eCommerce,Basic,12,356.15,15,6,0.4,38,0,18.0,1
CLT-1634,2023-11-01,eCommerce,Basic,12,377.35,29,6,7.2,51,0,2.0,1
CLT-1635,2023-03-06,Education,Basic,1,381.12,4,2,7.4,8,1,29.0,0
CLT-1636,2023-06-22,Finance,Pro,24,947.05,11,3,4.9,5,0,-2.0,1
CLT-1637,2025-05-28,SaaS,Pro,12,1151.25,7,1,6.3,2,1,32.0,0
CLT-1638,2023-08-19,eCommerce,Pro,12,1226.27,6,4,7.6,1,2,58.0,0
CLT-1639,2024-09-08,Logistics,Enterprise,6,2258.26,23,2,,1,3,60.0,0
CLT-1640,2024-02-26,Education,Pro,6,1132.63,14,4,9.2,31,0,-1.0,1
CLT-1641,2023-06-13,Finance,Pro,6,886.21,10,3,1.9,38,2,13.0,0
CLT-1642,2023-10-04,Real Estate,Basic,6,297.87,10,2,4.0,3,1,51.0,0
CLT-1643,2023-01-13,SaaS,Basic,12,314.3,9,4,3.6,4,1,48.0,0
CLT-1644,2024-11-03,Finance,Pro,12,1186.41,10,3,6.9,13,1,15.0,1
CLT-1645,2023-10-29,eCommerce,Enterprise,24,2033.08,4,2,0.7,9,6,18.0,1
CLT-1646,2024-03-25,SaaS,Basic,24,318.11,12,5,9.3,48,1,32.0,0
CLT-1647,2023-05-18,Logistics,Pro,6,1087.23,11,2,6.7,9,0,-16.0,0
CLT-1648,2025-01-11,Logistics,Pro,1,779.62,8,2,10.3,5,1,43.0,0
CLT-1649,2023-07-16,SaaS,Basic,12,382.61,15,4,4.9,35,1,57.0,1
CLT-1650,2024-05-24,eCommerce,Basic,24,409.54,16,5,3.3,1,0,20.0,0
CLT-1651,2025-02-24,Logistics,Enterprise,24,2136.4,10,5,7.0,2,0,-5.0,0
CLT-1652,2024-10-03,eCommerce,Pro,1,802.59,13,5,8.1,4,0,65.0,0
CLT-1653,2024-06-26,Logistics,Basic,6,415.34,31,3,2.9,10,0,35.0,0
CLT-1654,2025-03-10,Healthcare,Enterprise,1,2296.78,31,1,0.0,46,1,48.0,1
CLT-1655,2023-06-08,Logistics,Basic,12,254.21,6,4,0.0,13,2,-3.0,1
CLT-1656,2025-05-17,Real Estate,Enterprise,12,3428.29,7,1,5.8,3,1,-3.0,0
CLT-1657,2024-05-15,Healthcare,Basic,12,400.67,6,4,9.6,18,0,40.0,0
CLT-1658,2024-01-04,Healthcare,Pro,12,1074.09,22,3,1.1,4,2,56.0,1
CLT-1659,2023-08-19,Logistics,Basic,6,339.26,11,4,4.2,7,1,2.0,0
CLT-1660,2024-11-01,Real Estate,Basic,12,405.46,16,2,4.0,24,0,27.0,1
CLT-1661,2025-05-28,Logistics,Enterprise,1,2983.28,30,3,10.8,0,0,-10.0,0
CLT-1662,2024-09-13,Logistics,Basic,12,358.51,14,1,11.8,19,1,12.0,0
CLT-1663,2023-01-30,eCommerce,Basic,12,391.86,20,3,6.3,11,1,24.0,0
CLT-1664,2024-02-27,Finance,Basic,12,357.58,18,0,7.7,10,0,42.0,0
CLT-1665,2024-10-21,Real Estate,Pro,6,991.99,9,7,7.6,16,0,-23.0,0
CLT-1666,2023-12-24,Education,Pro,12,930.45,22,2,1.2,4,3,63.0,0
CLT-1667,2024-11-26,Finance,Enterprise,12,2754.7,7,1,7.1,1,0,26.0,0
CLT-1668,2024-09-28,Finance,Basic,1,334.05,25,8,1.9,0,0,62.0,0
CLT-1669,2023-03-02,Logistics,Basic,6,304.95,9,1,4.5,27,3,47.0,0
CLT-1670,2024-05-17,Education,Basic,12,320.66,10,4,8.4,15,2,51.0,0
CLT-1671,2023-06-04,Real Estate,Pro,6,1153.01,5,3,5.2,4,1,81.0,0
CLT-1672,2024-03-13,Education,Enterprise,1,2624.77,7,5,8.3,7,2,10.0,0
CLT-1673,2023-12-12,Healthcare,Pro,6,733.8,11,4,8.9,22,3,33.0,1
CLT-1674,2024-12-27,Logistics,Pro,6,872.83,1,4,0.0,4,0,5.0,0
CLT-1675,2025-02-20,SaaS,Basic,12,281.71,12,5,0.0,6,3,27.0,1
CLT-1676,2024-02-20,Finance,Enterprise,12,3190.37,10,2,8.5,14,2,48.0,0
CLT-1677,2024-04-28,eCommerce,Basic,6,320.87,20,3,8.6,5,0,58.0,0
CLT-1678,2024-07-17,Logistics,Basic,12,290.46,17,5,5.8,6,0,20.0,0
CLT-1679,2024-08-12,SaaS,Basic,6,385.93,8,4,6.2,33,1,0.0,1
CLT-1680,2024-07-25,eCommerce,Basic,6,243.46,10,6,7.7,5,1,32.0,1
CLT-1681,2024-12-05,Finance,Basic,6,271.37,12,1,7.6,7,2,9.0,1
CLT-1682,2025-06-02,Education,Basic,12,388.85,26,4,4.1,11,0,16.0,0
CLT-1683,2025-01-15,eCommerce,Basic,24,339.12,7,7,7.9,2,2,47.0,0
CLT-1684,2023-05-02,SaaS,Pro,12,1137.77,8,4,4.0,17,1,42.0,1
CLT-1685,2024-03-04,Education,Basic,1,390.87,5,3,5.7,1,3,51.0,1
CLT-1686,2024-02-20,Finance,Basic,6,409.55,2,4,5.6,12,0,22.0,0
CLT-1687,2024-04-02,eCommerce,Enterprise,6,2095.14,16,2,2.4,1,0,55.0,0
CLT-1688,2024-04-20,Logistics,Pro,12,1151.59,16,1,2.8,36,2,30.0,0
CLT-1689,2024-10-08,eCommerce,Pro,1,1102.73,24,1,11.7,45,2,23.0,1
CLT-1690,2024-01-14,Education,Basic,24,277.26,22,3,2.3,22,0,3.0,1
CLT-1691,2023-08-26,Healthcare,Enterprise,12,3397.55,33,2,6.1,4,2,-22.0,1
CLT-1692,2024-02-16,SaaS,Basic,12,312.76,13,4,6.7,16,0,-9.0,0
CLT-1693,2025-02-08,Healthcare,Basic,12,399.77,12,2,4.8,18,0,35.0,0
CLT-1694,2023-10-08,Real Estate,Enterprise,1,2907.67,4,1,7.0,8,1,7.0,0
CLT-1695,2023-01-19,Education,Pro,12,1004.44,20,1,6.0,7,1,-11.0,0
CLT-1696,2025-05-28,SaaS,Pro,1,806.14,15,2,2.4,2,2,20.0,1
CLT-1697,2023-06-26,Finance,Pro,12,1213.74,19,5,6.6,21,2,37.0,0
CLT-1698,2024-06-26,Logistics,Pro,12,1020.6,5,2,3.4,9,2,40.0,0
CLT-1699,2024-12-21,Finance,Basic,1,241.1,17,2,10.2,13,1,29.0,0
CLT-1700,2023-09-05,Finance,Basic,12,243.29,16,4,6.3,2,1,28.0,0
CLT-1701,2023-11-03,eCommerce,Basic,1,379.97,15,3,2.9,1,1,17.0,0
CLT-1702,2023-09-10,SaaS,Basic,1,269.15,9,1,6.0,0,1,46.0,0
CLT-1703,2023-05-15,Education,Enterprise,12,2898.11,24,3,2.2,22,1,26.0,0
CLT-1704,2023-05-18,eCommerce,Basic,12,362.59,30,2,5.8,25,0,28.0,0
CLT-1705,2023-06-18,eCommerce,Pro,24,870.86,5,5,4.3,17,0,56.0,0
CLT-1706,2024-02-17,Real Estate,Pro,12,1027.43,20,6,2.5,18,2,50.0,0
CLT-1707,2024-04-22,Finance,Pro,12,849.74,1,1,2.5,19,3,25.0,0
CLT-1708,2023-01-15,Education,Basic,6,410.34,19,4,12.3,16,3,22.0,1
CLT-1709,2025-01-31,Real Estate,Basic,1,394.83,1,4,5.3,12,1,22.0,0
CLT-1710,2024-08-31,eCommerce,Enterprise,24,2432.06,10,1,3.7,21,3,-21.0,0
CLT-1711,2023-03-05,Healthcare,Pro,1,1005.56,3,2,3.2,12,3,57.0,0
CLT-1712,2025-01-28,Logistics,Pro,12,990.34,12,1,6.4,14,0,13.0,0
CLT-1713,2023-01-28,eCommerce,Enterprise,6,3440.03,21,2,3.1,0,5,51.0,0
CLT-1714,2024-05-19,Real Estate,Pro,6,932.78,1,3,1.7,2,0,31.0,0
CLT-1715,2024-02-23,SaaS,Basic,12,341.2,11,5,4.9,1,0,65.0,0
CLT-1716,2024-03-27,Healthcare,Pro,12,1221.5,10,3,4.9,16,3,43.0,0
CLT-1717,2025-05-10,eCommerce,Basic,12,269.31,27,1,3.7,24,2,53.0,0
CLT-1718,2025-04-14,Logistics,Pro,24,1017.26,17,5,2.3,1,2,15.0,0
CLT-1719,2023-09-09,Finance,Enterprise,6,2158.51,5,3,3.8,0,2,-2.0,0
CLT-1720,2024-06-05,eCommerce,Pro,12,1053.45,10,1,3.6,37,2,34.0,1
CLT-1721,2025-05-13,Education,Basic,1,305.82,26,6,3.2,30,2,-18.0,1
CLT-1722,2024-10-17,Logistics,Basic,12,414.17,20,8,5.8,4,1,18.0,0
CLT-1723,2025-03-09,Finance,Enterprise,6,2623.11,7,3,11.7,5,0,0.0,0
CLT-1724,2024-01-27,Finance,Basic,12,264.51,12,2,9.0,8,0,9.0,0
CLT-1725,2023-09-12,SaaS,Basic,6,390.12,12,3,10.8,11,2,45.0,0
CLT-1726,2024-04-04,Education,Basic,12,387.76,10,6,3.3,36,1,43.0,0
CLT-1727,2025-01-05,Logistics,Basic,12,365.07,1,8,10.0,2,3,26.0,0
CLT-1728,2025-04-15,SaaS,Basic,24,374.79,9,3,5.7,5,2,38.0,0
CLT-1729,2024-09-09,eCommerce,Pro,1,862.95,25,3,8.0,19,1,16.0,0
CLT-1730,2024-09-27,Finance,Basic,24,355.57,11,1,6.4,23,2,91.0,0
CLT-1731,2024-04-05,Real Estate,Basic,6,246.84,13,0,4.0,1,0,38.0,0
CLT-1732,2023-10-15,Healthcare,Basic,6,275.44,15,3,7.2,9,2,15.0,1
CLT-1733,2024-01-16,Healthcare,Basic,6,407.81,32,1,6.5,7,0,52.0,0
CLT-1734,2024-03-23,Education,Basic,6,373.06,14,1,0.0,8,2,61.0,0
CLT-1735,2025-01-03,eCommerce,Pro,12,844.56,23,1,4.6,9,1,11.0,1
CLT-1736,2024-05-14,eCommerce,Basic,6,260.05,9,6,7.6,1,0,-5.0,0
CLT-1737,2024-12-14,Logistics,Basic,6,410.81,12,2,5.8,5,2,-1.0,1
CLT-1738,2023-01-25,Finance,Basic,12,260.19,14,2,6.4,0,1,13.0,0
CLT-1739,2024-11-12,eCommerce,Basic,12,286.27,8,3,2.7,8,1,29.0,0
CLT-1740,2024-04-01,eCommerce,Basic,12,272.87,12,4,5.8,9,1,-11.0,0
CLT-1741,2025-06-17,Real Estate,Basic,12,241.34,21,3,4.7,16,2,20.0,0
CLT-1742,2024-02-29,eCommerce,Enterprise,1,2471.2,8,7,4.4,9,2,25.0,0
CLT-1743,2024-03-06,Logistics,Basic,12,415.35,14,5,3.0,23,3,38.0,0
CLT-1744,2023-04-25,eCommerce,Pro,1,904.63,20,1,7.7,5,0,45.0,0
CLT-1745,2024-12-27,SaaS,Basic,6,330.77,7,4,6.0,2,0,40.0,0
CLT-1746,2024-09-23,eCommerce,Basic,1,374.27,23,2,5.7,3,3,75.0,0
CLT-1747,2025-02-15,Finance,Basic,12,339.19,15,3,11.2,9,0,57.0,0
CLT-1748,2023-03-25,Finance,Pro,6,1121.54,13,3,6.4,3,0,36.0,0
CLT-1749,2023-07-10,Real Estate,Pro,12,1077.28,1,3,8.6,24,1,6.0,0
CLT-1750,2025-02-28,Healthcare,Basic,6,349.54,11,3,5.8,40,1,13.0,1
CLT-1751,2023-02-07,Education,Basic,12,356.94,17,1,3.9,4,0,-6.0,0
CLT-1752,2024-04-02,eCommerce,Basic,12,383.85,28,1,1.8,41,0,34.0,0
CLT-1753,2023-12-31,Logistics,Basic,1,367.83,19,1,5.7,9,1,38.0,1
CLT-1754,2025-04-25,Logistics,Pro,12,1147.56,23,3,0.0,3,2,52.0,1
CLT-1755,2025-02-10,Logistics,Basic,12,266.21,4,4,5.8,3,1,37.0,0
CLT-1756,2025-03-18,eCommerce,Basic,12,361.98,13,2,5.9,9,4,56.0,1
CLT-1757,2023-09-18,Education,Enterprise,1,3105.53,24,1,4.3,6,1,57.0,0
CLT-1758,2024-06-12,Logistics,Basic,12,293.99,7,4,4.7,46,1,4.0,1
CLT-1759,2024-09-22,Finance,Basic,6,397.42,22,1,1.2,10,0,17.0,0
CLT-1760,2025-05-20,eCommerce,Pro,1,884.54,20,8,9.2,8,2,30.0,1
CLT-1761,2023-01-07,Logistics,Basic,6,283.89,16,0,4.0,5,2,12.0,1
CLT-1762,2025-05-29,Education,Basic,12,396.08,11,0,2.1,24,4,24.0,0
CLT-1763,2023-11-16,eCommerce,Basic,6,284.46,6,4,6.6,30,2,38.0,1
CLT-1764,2023-04-26,Education,Enterprise,12,2623.25,28,1,5.3,14,1,27.0,0
CLT-1765,2024-07-07,SaaS,Basic,6,306.23,19,5,3.9,23,2,30.0,0
CLT-1766,2024-12-04,Education,Basic,12,401.65,17,2,3.6,7,1,6.0,0
CLT-1767,2023-04-27,Logistics,Basic,6,321.94,11,4,5.0,13,1,43.0,0
CLT-1768,2023-02-06,eCommerce,Basic,12,364.98,14,3,9.0,18,2,41.0,0
CLT-1769,2025-03-17,SaaS,Pro,12,1148.78,15,3,6.4,6,1,11.0,1
CLT-1770,2025-04-20,Education,Basic,6,353.02,17,6,4.9,52,0,-2.0,1
CLT-1771,2023-05-21,eCommerce,Pro,1,1229.6,20,4,7.6,8,0,61.0,0
CLT-1772,2025-03-24,Real Estate,Pro,12,1153.35,8,4,5.1,3,2,74.0,0
CLT-1773,2025-03-29,SaaS,Pro,24,936.11,2,4,6.2,10,1,36.0,0
CLT-1774,2025-06-16,Finance,Basic,24,411.15,15,2,5.5,12,1,21.0,1
CLT-1775,2023-07-14,Real Estate,Enterprise,6,2786.86,1,4,6.8,29,3,56.0,0
CLT-1776,2024-06-04,Finance,Pro,12,732.19,11,2,3.7,10,0,42.0,0
CLT-1777,2025-06-13,eCommerce,Basic,6,286.8,10,1,1.6,2,0,25.0,0
CLT-1778,2025-03-23,eCommerce,Pro,6,1055.73,18,3,7.7,3,2,54.0,0
CLT-1779,2024-06-28,Logistics,Enterprise,12,2235.22,30,1,9.5,16,0,10.0,0
CLT-1780,2023-06-27,Logistics,Basic,12,345.13,1,2,1.7,5,0,13.0,0
CLT-1781,2023-03-17,Education,Enterprise,12,2542.4,32,3,5.5,6,2,39.0,0
CLT-1782,2023-08-22,Finance,Basic,12,336.19,12,1,3.7,10,2,33.0,0
CLT-1783,2023-02-28,Education,Pro,6,721.01,17,3,7.7,5,0,46.0,0
CLT-1784,2023-06-25,SaaS,Enterprise,12,3272.63,3,5,5.7,1,0,60.0,0
CLT-1785,2023-03-09,Healthcare,Basic,6,305.15,22,1,15.0,0,0,-9.0,0
CLT-1786,2024-11-17,Finance,Pro,1,795.69,14,3,4.1,1,2,31.0,0
CLT-1787,2024-06-14,Real Estate,Basic,6,318.82,14,6,9.6,14,1,78.0,0
CLT-1788,2024-04-11,Finance,Pro,24,982.54,1,1,9.9,19,1,15.0,0
CLT-1789,2024-12-29,Real Estate,Pro,12,1064.2,15,2,6.6,14,1,12.0,0
CLT-1790,2024-01-05,SaaS,Basic,1,334.42,21,3,5.1,6,2,-26.0,0
CLT-1791,2023-12-29,Real Estate,Basic,12,247.83,12,2,5.3,3,1,33.0,0
CLT-1792,2023-07-06,Education,Basic,24,396.87,23,3,5.0,6,0,45.0,0
CLT-1793,2024-02-05,Logistics,Basic,24,322.17,23,7,8.4,7,1,44.0,0
CLT-1794,2023-06-07,SaaS,Basic,12,253.86,9,5,2.4,5,1,4.0,0
CLT-1795,2024-06-14,eCommerce,Basic,6,379.11,27,4,4.5,25,0,30.0,0
CLT-1796,2025-06-16,Education,Basic,12,358.83,14,2,4.2,16,2,36.0,0
CLT-1797,2024-04-24,Finance,Basic,12,356.9,14,3,0.0,8,1,31.0,0
CLT-1798,2023-09-27,Education,Pro,24,950.53,15,1,7.6,1,0,3.0,0
CLT-1799,2024-09-11,SaaS,Pro,12,941.67,15,5,8.2,7,1,32.0,0
CLT-1800,2025-01-08,Logistics,Pro,12,1009.62,1,2,,28,2,10.0,0
CLT-1801,2024-02-29,Education,pro,1,249.11,13,3,8.1,14,1,-17.0,0
CLT-1802,2023-08-14,Logistics,Enterprise,12,2448.44,3,1,0.2,8,1,47.0,1
CLT-1803,2024-10-04,Logistics,Pro,6,1253.46,27,4,5.1,26,1,34.0,0
CLT-1804,2023-06-18,Real Estate,Basic,1,359.19,27,4,4.6,9,0,45.0,0
CLT-1805,2025-06-16,eCommerce,Basic,12,315.41,21,4,5.3,5,0,17.0,0
CLT-1806,2023-10-14,eCommerce,Pro,12,840.08,12,3,5.2,1,1,46.0,0
CLT-1807,2023-11-12,Education,Basic,24,374.14,6,0,4.8,1,1,56.0,0
CLT-1808,2024-10-16,SaaS,Pro,12,860.56,9,3,3.8,4,1,74.0,0
CLT-1809,2023-01-11,SaaS,Enterprise,24,2243.56,30,6,4.7,3,0,50.0,0
CLT-1810,2023-07-02,Healthcare,Basic,12,267.81,8,1,9.1,1,1,40.0,0
CLT-1811,2023-04-24,Education,Basic,12,371.27,1,4,3.3,9,0,-4.0,0
CLT-1812,2023-12-18,Logistics,Enterprise,1,2964.22,22,2,11.8,27,1,27.0,0
CLT-1813,2024-05-13,Logistics,Pro,12,757.7,26,5,3.1,16,3,-6.0,1
CLT-1814,2023-06-11,Real Estate,Basic,1,260.71,27,2,5.7,1,1,10.0,0
CLT-1815,2023-11-06,SaaS,Enterprise,1,2950.77,22,5,6.7,1,1,79.0,0
CLT-1816,2024-11-25,Healthcare,Enterprise,6,2856.67,24,4,4.1,11,0,4.0,0
CLT-1817,2025-04-25,SaaS,Pro,12,1090.44,14,3,9.1,16,0,-29.0,0
CLT-1818,2023-01-13,Education,Pro,12,816.14,1,7,6.6,18,1,50.0,1
CLT-1819,2024-07-18,Education,Basic,24,370.79,14,4,4.4,8,1,13.0,0
CLT-1820,2023-01-24,eCommerce,Basic,24,408.5,19,2,9.1,2,1,49.0,0
CLT-1821,2024-04-13,Healthcare,Pro,24,1044.57,13,1,2.0,13,0,1.0,0
CLT-1822,2025-03-02,Healthcare,Basic,1,275.3,13,0,3.3,11,1,19.0,0
CLT-1823,2024-12-19,Finance,Pro,24,1086.95,6,4,6.7,25,2,60.0,0
CLT-1824,2023-07-29,Real Estate,Pro,12,905.26,6,5,7.4,7,0,-3.0,0
CLT-1825,2023-08-21,Education,Basic,24,248.87,29,3,6.0,3,0,26.0,0
CLT-1826,2024-12-06,Real Estate,Pro,6,883.26,29,2,4.6,1,1,37.0,0
CLT-1827,2025-01-07,Logistics,Basic,1,403.01,14,1,4.2,3,1,12.0,1
CLT-1828,2023-09-10,Real Estate,Enterprise,24,2616.71,16,4,8.4,17,1,36.0,0
CLT-1829,2023-01-03,eCommerce,Basic,6,395.64,6,5,5.7,8,2,30.0,0
CLT-1830,2024-02-05,Finance,Pro,6,994.68,19,2,2.4,8,0,43.0,0
CLT-1831,2024-07-11,Logistics,Pro,12,999.17,28,5,2.2,11,1,76.0,0
CLT-1832,2024-02-04,Education,Basic,1,240.94,2,4,9.5,5,2,97.0,0
CLT-1833,2025-04-21,Finance,Pro,1,1064.04,18,7,2.8,10,0,42.0,1
CLT-1834,2025-01-02,eCommerce,Pro,24,778.22,18,6,5.8,11,4,27.0,0
CLT-1835,2024-12-10,SaaS,Pro,24,978.52,18,1,9.1,42,1,41.0,0
CLT-1836,2023-01-19,Logistics,Pro,24,860.57,27,2,6.6,13,0,24.0,0
CLT-1837,2025-02-07,Healthcare,Enterprise,6,2588.57,30,4,2.7,9,3,-10.0,0
CLT-1838,2024-11-10,Real Estate,Basic,6,336.67,12,2,2.0,9,3,29.0,0
CLT-1839,2023-12-24,eCommerce,Pro,12,727.81,19,4,10.6,2,1,57.0,0
CLT-1840,2024-06-14,Healthcare,Basic,12,291.23,15,2,1.9,12,4,-7.0,1
CLT-1841,2025-01-11,Healthcare,Pro,1,1254.39,9,2,3.3,4,2,5.0,0
CLT-1842,2025-03-26,Healthcare,Pro,12,751.0,16,2,6.1,5,3,15.0,0
CLT-1843,2024-05-10,Education,Basic,24,297.49,19,4,4.3,13,1,39.0,1
CLT-1844,2023-02-07,Logistics,Basic,12,297.86,16,2,6.7,11,5,89.0,0
CLT-1845,2024-07-10,Real Estate,Enterprise,6,2569.08,7,2,0.6,3,1,10.0,0
CLT-1846,2024-09-04,SaaS,Basic,6,363.26,10,1,4.4,14,1,32.0,1
CLT-1847,2023-02-23,Real Estate,Pro,1,853.78,10,4,7.0,17,2,30.0,0
CLT-1848,2025-01-05,eCommerce,Basic,6,322.85,7,3,7.0,3,3,22.0,0
CLT-1849,2023-07-01,Healthcare,Enterprise,12,2967.3,17,3,3.3,3,1,29.0,0
CLT-1850,2025-03-12,Healthcare,Basic,12,298.02,17,5,1.9,13,3,18.0,1
CLT-1851,2024-05-10,SaaS,Basic,12,410.78,22,5,5.6,5,1,99.0,0
CLT-1852,2023-10-17,Healthcare,Enterprise,12,3469.51,7,1,1.1,1,1,49.0,0
CLT-1853,2023-02-22,eCommerce,Enterprise,6,2179.51,9,2,8.9,32,0,19.0,0
CLT-1854,2023-01-17,Education,Basic,1,301.89,26,2,5.5,4,0,60.0,0
CLT-1855,2024-10-29,Finance,Basic,1,277.43,13,4,2.9,30,3,36.0,1
CLT-1856,2023-12-06,SaaS,Pro,1,820.87,14,1,1.8,7,2,31.0,1
CLT-1857,2025-01-26,Logistics,Enterprise,12,2736.47,13,3,3.1,8,2,25.0,0
CLT-1858,2023-07-27,Logistics,Basic,12,341.49,23,2,0.3,4,1,24.0,0
CLT-1859,2025-04-08,Healthcare,Pro,24,949.85,23,1,6.5,34,0,0.0,0
CLT-1860,2025-04-27,Real Estate,Pro,12,867.18,23,0,2.6,6,1,-12.0,0
CLT-1861,2023-04-02,Education,Pro,12,870.46,14,2,6.2,3,1,39.0,0
CLT-1862,2024-08-05,Healthcare,Pro,6,1255.75,7,2,6.6,1,0,25.0,0
CLT-1863,2025-04-25,SaaS,Pro,12,1218.79,29,7,7.9,18,1,52.0,0
CLT-1864,2023-10-18,Healthcare,Basic,6,253.66,21,3,5.8,13,0,8.0,0
CLT-1865,2023-03-02,eCommerce,Enterprise,24,2984.83,10,3,8.4,2,1,3.0,0
CLT-1866,2025-02-26,Healthcare,Enterprise,12,2685.32,25,1,9.2,24,1,49.0,0
CLT-1867,2024-03-02,eCommerce,Pro,6,1091.96,10,3,5.8,6,1,23.0,0
CLT-1868,2023-01-25,eCommerce,Basic,6,347.45,25,0,6.0,6,2,51.0,0
CLT-1869,2025-01-26,Finance,Basic,1,400.07,26,3,3.3,13,1,31.0,1
CLT-1870,2024-09-02,SaaS,Pro,24,756.17,7,7,2.0,41,2,77.0,1
CLT-1871,2023-03-05,Logistics,Basic,1,302.93,19,3,8.8,8,0,49.0,0
